event,date,country,city,artist,album,track,isrc,linkid,Year,Month,Day
preview,2021-08-23,Sri Lanka,Colombo,Christina Perri,A Thousand Years,A Thousand Years,USAT21102141,f33886d8-612b-46c8-8d1b-db631523f1a4,2021,August,23
preview,2021-08-23,Germany,Berlin,"Pop Smoke, 21 Savage, 42 Dugg",Faith,Bout A Million (feat. 42 Dugg & 21 Savage),USUM72112386,9ca8ca2d-3507-4287-8f66-a80314dc7169,2021,August,23
preview,2021-08-23,United States,Unknown,KAROL G,200 COPAS (Short Version),200 COPAS - Short Version,USUM72105921,c063f2de-4355-4879-929f-52083e01b4ca,2021,August,23
preview,2021-08-23,United States,Lakeland,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534,2021,August,23
preview,2021-08-25,Sri Lanka,Pannipitiya,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,"ANAVITÓRIA, Jovem Dionisio",Aguei,Aguei,BXNVT2100002,642ad919-c6a8-4aab-9df8-5786e2cd7f57,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333,2021,August,25
preview,2021-08-25,Saudi Arabia,Riyadh,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,ITB002100115,7d5f284b-8e57-4d74-adc6-3a757aaf3494,2021,August,25
preview,2021-08-25,France,Paris,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,25
preview,2021-08-25,Trinidad and Tobago,Mayaro,Justin Bieber,Justice,Peaches,USUM72102636,6add5818-33b1-4ab1-977d-435af50e9b10,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
preview,2021-08-25,India,Unknown,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,25
preview,2021-08-25,India,Patna,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
preview,2021-08-25,India,Hyderabad,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,Stephanie Poetri,I Love You 3000,I Love You 3000,TCAEG1949593,71339343-0574-49a6-bc1b-22f173665edb,2021,August,25
preview,2021-08-25,Saudi Arabia,Al Qatif,"SHRK, Shiloh Dynasty",Sad Hours,Sad Life,QZ22B1934144,ce48666e-1652-4541-82c4-8d4115c39325,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,25
preview,2021-08-25,India,Delhi,"Jason Derulo, 2 Chainz",Talk Dirty,Talk Dirty (feat. 2 Chainz),USWB11302648,d1fda16d-f144-4887-b1ed-689af8c54e63,2021,August,25
preview,2021-08-25,United States,Burbank,L.Dre,Steven Universe,Steven Universe,QZFZ32084911,df57e9c4-e4db-406a-a4de-f9b5cb59fcf3,2021,August,25
preview,2021-08-25,India,Srinagar,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
preview,2021-08-25,India,Unknown,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,25
preview,2021-08-25,United States,North Bergen,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25,2021,August,25
preview,2021-08-23,Saudi Arabia,Dammam,Dante9k,Spongebob,Spongebob,QZFYZ2047242,72735803-aa4d-4b0a-ae34-8093b6c5b2eb,2021,August,23
preview,2021-08-23,Saudi Arabia,Jeddah,Stephanie Poetri,I Love You 3000,I Love You 3000,TCAEG1949593,71339343-0574-49a6-bc1b-22f173665edb,2021,August,23
preview,2021-08-23,Burkina Faso,Unknown,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,23
preview,2021-08-23,India,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
preview,2021-08-23,India,Behala,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,23
preview,2021-08-23,Jamaica,Kingston,"Young Stoner Life, Young Thug, Gunna",Slime Language 2,Ski,QMCE32100185,6ecc4c50-8832-4b48-b35a-67cb17d987b4,2021,August,23
preview,2021-08-23,Saudi Arabia,Riyadh,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,23
preview,2021-08-23,India,Indore,Ed Sheeran,÷ (Deluxe),Perfect,GBAHS1700024,7ba36fe9-da9f-4f14-ac38-920d0346cc3b,2021,August,23
preview,2021-08-23,India,Ahmedabad,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,23
preview,2021-08-23,Saudi Arabia,Riyadh,Loren Gray,Piece of Work,Piece of Work,QM24S2103535,c89d0bb7-fdd0-4bda-a770-3abd16b45f2e,2021,August,23
preview,2021-08-23,Saudi Arabia,Medina,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780,2021,August,23
preview,2021-08-23,Nigeria,Lagos,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
preview,2021-08-23,India,Ludhiana,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9,2021,August,23
preview,2021-08-23,Germany,Oldenburg,Bo Burnham,Inside (The Songs),Bezos I,USA2P2122060,1cded359-7b54-4086-987e-4cae307a446f,2021,August,23
preview,2021-08-23,Malaysia,Shah Alam,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,23
preview,2021-08-23,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
preview,2021-08-23,India,Mumbai,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
preview,2021-08-23,India,Hyderabad,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,23
preview,2021-08-23,United Arab Emirates,Ras al-Khaimah,Nohidea,Esuna,falling down (feat. shiloh),QM42K1742835,eb64dde2-68be-4717-9762-85af891ed7db,2021,August,23
preview,2021-08-23,United Kingdom,Sheffield,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,23
preview,2021-08-22,United Arab Emirates,Sharjah,"DLJ, BIDØ",Time Capsule,To the Moon,GBKQU2171093,0211bf4d-0e9d-46c2-889c-f97872280820,2021,August,22
preview,2021-08-22,Czechia,Prague,Bo Burnham,Inside (The Songs),Bezos I,USA2P2122060,1cded359-7b54-4086-987e-4cae307a446f,2021,August,22
preview,2021-08-22,Saudi Arabia,Jeddah,Dante9k,Spongebob,Spongebob,QZFYZ2047242,72735803-aa4d-4b0a-ae34-8093b6c5b2eb,2021,August,22
preview,2021-08-22,India,Bengaluru,"Thaman S, Armaan Malik, Shreya Ghoshal",Yuvarathnaa (Kannada) (Original Motion Picture Soundtrack),Neenaade Naa,IND292000868,a82495d3-5a38-4010-894f-c64fa3b9c6ef,2021,August,22
preview,2021-08-22,Tanzania,Dar es Salaam,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,22
preview,2021-08-22,Russia,Omsk,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,22
preview,2021-08-22,United States,Marlborough,"Lenny Tavárez, Zion & Lennox",Me Enamora,Me Enamora,USWL12100168,8d67930e-e893-40e9-99db-50565696a639,2021,August,22
preview,2021-08-22,Iraq,Unknown,L.Dre,Steven Universe,Steven Universe,QZFZ32084911,df57e9c4-e4db-406a-a4de-f9b5cb59fcf3,2021,August,22
preview,2021-08-22,United States,Hyattsville,"Elton John, Dua Lipa, PNAU",Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,GBUM72104705,79be7fba-0b11-4379-9df9-4f38388af5e5,2021,August,22
preview,2021-08-22,United Arab Emirates,Al Fujairah City,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,22
preview,2021-08-22,Pakistan,Badin,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,22
preview,2021-08-22,Oman,Muscat,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
preview,2021-08-22,Pakistan,Sargodha,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
preview,2021-08-22,Iraq,Unknown,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,22
preview,2021-08-22,India,Nagpur,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,22
preview,2021-08-22,France,Toulouse,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
preview,2021-08-22,United Arab Emirates,Abu Dhabi,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,22
preview,2021-08-22,United States,Dallas,"Reyanna Maria, Tyga",So Pretty,So Pretty,USUM72102159,e3e76165-f5dc-490d-a932-f31ee08e181d,2021,August,22
preview,2021-08-22,Iraq,Duhok,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9,2021,August,22
preview,2021-08-22,Haiti,Port-au-Prince,EBEN,Dandelions,I Miss You,USAT22103157,410b7776-c184-45ff-8896-c705e5713ddb,2021,August,22
preview,2021-08-24,Guadeloupe,Les Abymes,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e,2021,August,24
preview,2021-08-24,United States,Bremen,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Yessirskiii,USAT22001632,d7bd84e0-510b-4d6f-ad3d-053f0f975f99,2021,August,24
preview,2021-08-24,India,Srinagar,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,24
preview,2021-08-24,India,New Delhi,Vitamin A,Happy Birthday,Happy Birthday,US3DF1612162,f563adc4-d7c6-4d70-93d0-06bab552f642,2021,August,24
preview,2021-08-24,United States,Sugar Land,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,24
preview,2021-08-24,Kuwait,Kuwait City,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,24
preview,2021-08-24,United States,Claremont,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e,2021,August,24
preview,2021-08-24,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,24
preview,2021-08-24,United States,Carrollton,Ed Sheeran,÷ (Deluxe),Perfect,GBAHS1700024,7ba36fe9-da9f-4f14-ac38-920d0346cc3b,2021,August,24
preview,2021-08-24,India,Visakhapatnam,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,24
preview,2021-08-24,Saudi Arabia,Jeddah,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9,2021,August,24
preview,2021-08-24,Kenya,Nairobi,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25,2021,August,24
preview,2021-08-24,India,Mumbai,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,24
preview,2021-08-24,United States,Ormond Beach,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e,2021,August,24
preview,2021-08-24,Palestine,Ramallah,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780,2021,August,24
preview,2021-08-24,India,Ernakulam,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780,2021,August,24
preview,2021-08-24,India,Ahmedabad,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106,2021,August,24
preview,2021-08-24,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,24
preview,2021-08-24,Saudi Arabia,Jeddah,Christina Perri,A Thousand Years,A Thousand Years,USAT21102141,f33886d8-612b-46c8-8d1b-db631523f1a4,2021,August,24
preview,2021-08-24,Denmark,Frederiksberg,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,24
preview,2021-08-20,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
preview,2021-08-20,India,Pune,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,20
preview,2021-08-20,Saudi Arabia,Jeddah,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd,2021,August,20
preview,2021-08-20,Portugal,Arruda dos Vinhos,Justin Bieber,Justice,Peaches,USUM72102636,6add5818-33b1-4ab1-977d-435af50e9b10,2021,August,20
preview,2021-08-20,Colombia,Puerto Libertador,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd,2021,August,20
preview,2021-08-20,Saudi Arabia,Riyadh,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,20
preview,2021-08-20,France,Paris,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
preview,2021-08-20,France,Lyon,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
preview,2021-08-20,Iraq,Erbil,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054,2021,August,20
preview,2021-08-20,France,Saint-Priest-en-Jarez,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
preview,2021-08-20,Germany,Unknown,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
preview,2021-08-20,United Kingdom,Bath,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
preview,2021-08-20,Poland,Warsaw,Pop Smoke,Meet The Woo,Dior,USUM71914275,e0e33efc-c062-4fa7-97d1-2c3d14432455,2021,August,20
preview,2021-08-20,Mauritania,Dar Naim,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
preview,2021-08-20,Saudi Arabia,Jeddah,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f,2021,August,20
preview,2021-08-20,France,La Ciotat,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f,2021,August,20
preview,2021-08-20,Saudi Arabia,Riyadh,Pop Smoke,Meet The Woo,Dior,USUM71914275,e0e33efc-c062-4fa7-97d1-2c3d14432455,2021,August,20
preview,2021-08-20,Netherlands,Steenbergen,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,20
preview,2021-08-20,Netherlands,Maastricht,Megan Thee Stallion,Thot Shit,Thot Shit,QMCE32100340,f6d1717b-7707-4747-a048-37a36bf4048c,2021,August,20
preview,2021-08-20,United Kingdom,Market Drayton,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b,2021,August,20
preview,2021-08-25,Saudi Arabia,Riyadh,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,25
preview,2021-08-25,India,Vijayawada,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,25
preview,2021-08-25,Saudi Arabia,Riyadh,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
preview,2021-08-25,Saudi Arabia,Riyadh,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,25
preview,2021-08-25,Saudi Arabia,Riyadh,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054,2021,August,25
preview,2021-08-25,Saudi Arabia,Dammam,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,eedc8702-6bd2-499a-972f-260c35f72e0f,2021,August,25
preview,2021-08-25,Turkey,Ankara,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,25
preview,2021-08-25,United States,Dresden,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57,2021,August,25
preview,2021-08-25,India,Jaipur,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,25
preview,2021-08-25,Germany,Berlin,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,25
preview,2021-08-25,Bangladesh,Chittagong,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,25
preview,2021-08-25,India,New Delhi,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,25
preview,2021-08-25,United Kingdom,Edgware,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,25
preview,2021-08-25,Saudi Arabia,Jeddah,Ed Sheeran,÷ (Deluxe),Perfect,GBAHS1700024,7ba36fe9-da9f-4f14-ac38-920d0346cc3b,2021,August,25
preview,2021-08-25,India,Chennai,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
preview,2021-08-25,Jordan,Irbid,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
preview,2021-08-25,Turkey,Aydin,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,25
preview,2021-08-25,India,Kolkata,Catie Turner,Heartbroken and Milking It,Love on the Moon,USAT22102774,d601f481-873f-49d5-a313-3d4aed53da78,2021,August,25
preview,2021-08-19,Austria,Unknown,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25,2021,August,19
preview,2021-08-19,Saudi Arabia,Jeddah,Dante9k,Spongebob,Spongebob,QZFYZ2047242,72735803-aa4d-4b0a-ae34-8093b6c5b2eb,2021,August,19
preview,2021-08-19,Turkey,Ankara,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333,2021,August,19
preview,2021-08-19,United States,Atlanta,DaBaby,Ball If I Want To,Ball If I Want To,USUM72109804,4b4972fb-dc39-4c5e-9358-ead0e7984b37,2021,August,19
preview,2021-08-19,Mali,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
preview,2021-08-19,United States,Whitesboro,PinkPantheress,Just for me,Just for me,GBAYE2101058,e2e39afa-648b-4163-97b0-ce742ea67550,2021,August,19
preview,2021-08-19,Nigeria,Suleja,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b,2021,August,19
preview,2021-08-19,United States,Nashville,Miscél,when you left,when you left,QM42K1907890,2fc15e8b-83aa-40ee-9f9d-5d96c6d4356c,2021,August,19
preview,2021-08-19,United States,New York,"Leto, Ninho",Vie de star feat Ninho,Vie de star feat Ninho,FRZ042001216,e5575c91-3e64-4fcd-83f9-32d6743d8534,2021,August,19
preview,2021-08-19,United States,Saint Paul,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e,2021,August,19
preview,2021-08-19,Jordan,Amman,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333,2021,August,19
preview,2021-08-19,Qatar,Doha,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106,2021,August,19
preview,2021-08-19,United States,Elk Grove Village,"Wale, Maxo Kream, Yella Beezy",Down South (feat. Yella Beezy & Maxo Kream),Down South (feat. Yella Beezy & Maxo Kream),USWB12101409,09143c07-50e6-4002-907f-e656c3a46213,2021,August,19
preview,2021-08-19,Turkey,Balıkesir,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,19
preview,2021-08-19,South Africa,Johannesburg,DJ Scheme,Preseason EP,How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),USUYG1265753,52f5a203-97ba-46f4-91b0-cb4def87b4ba,2021,August,19
preview,2021-08-19,United States,Dearborn Heights,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106,2021,August,19
preview,2021-08-19,India,Guwahati,Beth,Love Songs,I Need Your Love,TCACO1633038,d50fe37d-b227-456f-a234-eb94414f6982,2021,August,19
preview,2021-08-19,Iraq,Unknown,50 Cent,The Massacre,Just A Lil Bit,USIR10500279,c8e81e0d-6f2e-44af-b4b3-ce001774461c,2021,August,19
preview,2021-08-19,France,Vaires-sur-Marne,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25,2021,August,19
preview,2021-08-19,United States,Memphis,Moneybagg Yo,A Gangsta’s Pain,Wockesha,USUM72105621,b581cf43-e148-4b4b-ab27-2e893f16c1cf,2021,August,19
preview,2021-08-20,United States,Philadelphia,"Craymer, AIIVAWN",Cant Take My Eyes off You,Cant Take My Eyes off You,QZHNB1989009,fd2b29a0-936f-4093-aa91-79808db7cb1c,2021,August,20
preview,2021-08-20,United States,Vicksburg,"Justin Bieber, Ludacris",My World 2.0,Baby,USUM70919263,38390938-0454-41fa-8dce-5e3af9710ecf,2021,August,20
preview,2021-08-20,Kuwait,Kuwait City,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f,2021,August,20
preview,2021-08-20,Egypt,Alexandria,Trey Songz,Trigga Reloaded,Slow Motion,USAT21405436,a4cf1b2b-8f86-4ee8-be6c-a0adc4fcf32e,2021,August,20
preview,2021-08-20,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
preview,2021-08-20,United States,Antioch,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,20
preview,2021-08-20,Kuwait,Kuwait City,Vanessa Carlton,Be Not Nobody,A Thousand Miles,USIR10210955,06dc18f9-7d6c-480a-a6f9-282bcdbb213f,2021,August,20
